MSSubClass,MSZoning,LotFrontage,LotArea,LotConfig,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrArea,ExterCond,Foundation,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,Functional,Fireplaces,FireplaceQu,GarageType,GarageArea,GarageQual,GarageCond,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscVal,MoSold,YrSold,SaleType,SalePrice,Street_Pave,Alley_Pave,LotShape_IR2,LotShape_IR3,LotShape_Reg,LandContour_HLS,LandContour_Low,LandContour_Lvl,Utilities_NoSeWa,LandSlope_Mod,LandSlope_Sev,MasVnrType_BrkFace,MasVnrType_Stone,ExterQual_Fa,ExterQual_Gd,ExterQual_TA,BsmtQual_Fa,BsmtQual_Gd,BsmtQual_TA,BsmtCond_Gd,BsmtCond_Po,BsmtCond_TA,BsmtExposure_Gd,BsmtExposure_Mn,BsmtExposure_No,CentralAir_Y,KitchenQual_Fa,KitchenQual_Gd,KitchenQual_TA,GarageFinish_RFn,GarageFinish_Unf,PavedDrive_P,PavedDrive_Y,PoolQC_Fa,PoolQC_Gd,Fence_GdWo,Fence_MnPrv,Fence_MnWw,MiscFeature_Othr,MiscFeature_Shed,MiscFeature_TenC
30,128366.33139328554,52.0,6240,176830.30997541273,117723.61806914548,184580.31393592924,181316.743091842,185992.9014662353,145909.53254674532,4,5,1925,1950,171576.23386148512,179944.5975465493,149310.45999377334,149723.0465432989,0.0,184300.10210010127,150889.41111757548,152568.6308106894,152,184734.92789625283,0,628,780,182264.44788099316,144007.55319568908,126520.11316936488,848,0,360,1208,0,0,1,0,2,1,183712.11440409094,0,180921.19589041095,134212.3418029165,539,188012.89654544982,188271.9244019628,0,23,112,0,0,0,0,1,2009,172962.0638103184,103000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
120,191083.31517272186,39.0,5389,176089.5498929543,262446.77286787453,183441.46344586575,179950.05742616134,179931.6087173101,175524.30905220288,8,5,1995,1996,171077.48219472994,178244.3257876119,221298.10873287672,219612.36442704935,0.0,182734.72932716325,221845.2456360078,232169.58154413782,1180,183453.7229458783,0,415,1595,180670.64605122097,211490.56365834005,185652.48040866305,1616,0,0,1616,1,0,2,0,2,1,181937.7426632337,1,202636.72746655295,201627.13136986303,608,185802.54052726802,186460.00744518626,237,152,0,0,0,0,0,3,2010,171976.80481447003,236500,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
80,191233.32829829317,73.0,9590,181397.07156459242,236217.87397260274,184468.41940953254,181311.71828673297,185924.04816297858,167992.32719514935,7,5,2003,2003,171476.40430315665,179840.24285865988,214779.58038757098,216070.71346458318,442.0,183898.69899894626,227015.4190232049,233482.38990880968,786,185133.43936837843,0,82,868,181920.61728043645,215068.50326484017,186903.34350873178,1146,0,0,1146,1,0,2,0,3,1,183469.79688023945,1,229321.8827813421,202535.0966698494,438,187494.1124375275,187858.72426065805,160,22,0,0,0,0,0,5,2007,173064.5194911173,187500,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
60,190160.40928833946,75.0,11404,176192.88896983134,198714.87376966007,185224.48665901885,181773.3072608619,185825.3162237993,211194.49169099482,7,5,1998,1999,171773.6313619456,180238.89337859975,213616.7330833042,214423.47035201915,202.0,184302.54226817703,224333.79845953133,161103.83775924085,252,185324.4925261686,0,901,1153,182555.99476961396,213698.3425555805,187240.3652034425,1153,878,0,2031,0,0,2,1,3,1,183856.24722527748,1,205888.6941845438,203116.58081421113,541,188180.9152155406,188289.4514542016,192,84,0,0,0,0,0,7,2008,174533.7870692423,222500,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20,190239.06526649263,80.0,10000,176883.77038486628,143346.2493956487,147041.2494592646,181484.8140179127,186080.85319727138,177217.15836269865,5,6,1961,1983,216737.1549343025,180793.75578852816,161936.0535424952,166465.06334626654,0.0,184803.1361467939,151572.24116518308,154060.61623236173,594,184648.6339145281,0,270,864,182644.13387730793,215948.4872831435,186893.81772331556,1144,0,0,1144,1,0,1,0,3,1,184055.0118454334,1,205032.46167520652,202277.2460297356,264,187650.53864047557,188220.00182904213,165,0,0,0,0,0,400,3,2009,174847.76121223494,131400,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0
20,190160.40928833946,0.0,8978,186097.94791935902,143255.1789603091,185224.48665901885,181773.3072608619,185825.3162237993,176209.93732471083,5,5,1968,1968,171773.6313619456,180238.89337859975,177193.9500881595,168790.86014654348,0.0,184302.54226817703,224333.79845953133,170492.02766362252,0,185324.4925261686,0,948,948,182555.99476961396,143438.42197989832,187240.3652034425,948,0,0,948,0,0,1,0,3,1,183856.24722527748,0,180921.19589041095,203116.58081421113,300,188180.9152155406,188289.4514542016,147,0,0,0,0,0,0,5,2007,174533.7870692423,108000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
75,128572.50570776255,60.0,10800,176192.88896983134,132113.66622477537,185224.48665901885,181773.3072608619,185825.3162237993,179388.24743150684,7,7,1914,1970,171773.6313619456,180238.89337859975,150271.8021491264,149031.89480805007,0.0,184302.54226817703,133747.59470168684,149382.62150339587,390,185324.4925261686,0,490,880,161713.22540473225,138242.65128052412,187240.3652034425,880,888,0,1768,0,0,1,1,2,1,183856.24722527748,2,205888.6941845438,134510.68357477352,320,188180.9152155406,188289.4514542016,0,341,0,0,0,0,0,10,2006,174533.7870692423,163000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
90,190239.06526649263,60.0,8544,178489.28961406744,149162.8113031629,184599.263273081,181484.8140179127,144714.33252753157,177217.15836269865,3,4,1950,1950,172035.03598133638,180793.75578852816,177225.51480335838,177400.91991570074,0.0,184803.1361467939,151572.24116518308,180921.19589041095,0,180921.19589041095,0,0,0,182644.13387730793,156636.94614099566,130174.96937953265,1040,0,0,1040,0,0,2,0,2,2,184055.0118454334,0,180921.19589041095,137979.68226070475,400,187650.53864047557,188220.00182904213,0,0,0,0,0,0,0,7,2006,174847.76121223494,93500,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
60,191083.31517272186,72.0,10463,214415.93618865963,190655.69505658132,183441.46344586575,179950.05742616134,184738.37905625423,206117.7423531619,8,5,2005,2005,171077.48219472994,178244.3257876119,210288.65697578923,210743.62429001002,0.0,182734.72932716325,221845.2456360078,167643.80735317274,0,183453.7229458783,0,893,893,180670.64605122097,211490.56365834005,185652.48040866305,901,900,0,1801,0,0,2,1,3,1,181937.7426632337,1,225647.35909030453,201627.13136986303,800,185802.54052726802,186460.00744518626,0,116,0,0,0,0,0,6,2006,171976.80481447003,239900,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
90,190160.40928833946,60.0,10800,176192.88896983134,134704.96864849597,185224.48665901885,181773.3072608619,144553.6591780822,176209.93732471083,5,5,1987,1988,171773.6313619456,180238.89337859975,177193.9500881595,168790.86014654348,0.0,184302.54226817703,148793.16362702977,234934.10814502594,1200,185324.4925261686,0,0,1200,182555.99476961396,143438.42197989832,187240.3652034425,1200,0,0,1200,3,0,3,0,3,1,183856.24722527748,0,180921.19589041095,180921.19589041095,0,180921.19589041095,180921.19589041095,120,0,0,0,0,0,0,3,2009,174533.7870692423,179000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
60,191233.32829829317,65.0,9313,177369.49877805647,196200.38727832644,184468.41940953254,181311.71828673297,185924.04816297858,210207.53451219972,7,5,2004,2004,171476.40430315665,179840.24285865988,214779.58038757098,216070.71346458318,0.0,183898.69899894626,227015.4190232049,171739.15930117134,0,185133.43936837843,0,864,864,181920.61728043645,215068.50326484017,186903.34350873178,864,864,0,1728,0,0,2,1,3,1,183469.79688023945,0,180921.19589041095,202535.0966698494,572,187494.1124375275,187858.72426065805,187,56,0,0,0,0,0,4,2009,173064.5194911173,190000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
70,128572.50570776255,60.0,9600,176192.88896983134,132113.66622477537,185224.48665901885,181773.3072608619,185825.3162237993,211194.49169099482,5,7,1910,2002,171773.6313619456,180238.89337859975,150271.8021491264,168507.07997038134,0.0,170980.13787726918,133747.59470168684,170492.02766362252,0,185324.4925261686,0,264,264,182555.99476961396,213698.3425555805,187240.3652034425,768,664,0,1432,0,0,2,0,2,1,183856.24722527748,0,180921.19589041095,134510.68357477352,360,188180.9152155406,175978.79726027398,270,0,112,0,0,0,0,5,2007,174533.7870692423,132000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
20,191083.31517272186,65.0,6768,176089.5498929543,144307.13574097137,148269.84227005873,179950.05742616134,184738.37905625423,175524.30905220288,6,8,1961,1996,214771.63300831488,178244.3257876119,164255.2470908823,167992.761130137,0.0,168869.01632420093,150904.94155428815,232169.58154413782,832,183453.7229458783,0,80,912,180670.64605122097,159713.80467758104,185652.48040866305,912,0,0,912,1,1,1,0,3,1,181937.7426632337,0,180921.19589041095,135332.02115168422,288,185802.54052726802,186460.00744518626,168,0,0,0,0,0,0,5,2008,171976.80481447003,142000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
20,191788.16806822573,65.0,8450,176830.30997541273,190358.49082888322,184580.31393592924,181316.743091842,185992.9014662353,176000.72501529913,7,5,2000,2001,171576.23386148512,179944.5975465493,213860.54492631304,214053.8553226605,108.0,184300.10210010127,225924.77091393914,170418.019223492,0,184734.92789625283,0,1349,1349,182264.44788099316,215635.49074942255,187158.02315297228,1349,0,0,1349,0,0,2,0,3,1,183712.11440409094,0,180921.19589041095,203330.3589886453,539,188012.89654544982,188271.9244019628,120,55,0,0,0,0,0,12,2007,172962.0638103184,179000,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
80,191233.32829829317,70.0,12886,177369.49877805647,141941.2346897663,184468.41940953254,181311.71828673297,185924.04816297858,167992.32719514935,5,6,1963,1999,171476.40430315665,179840.24285865988,163193.1254584924,166991.71740531828,0.0,183898.69899894626,149870.9774088257,164987.6965899155,444,185133.43936837843,0,76,520,181920.61728043645,215068.50326484017,186903.34350873178,1464,0,0,1464,0,1,2,0,3,1,154034.55441400304,1,202824.92591013273,202535.0966698494,480,187494.1124375275,187858.72426065805,302,0,0,0,100,0,0,10,2009,173064.5194911173,175000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0
120,190239.06526649263,41.0,5395,178489.28961406744,262044.198630137,184599.263273081,181484.8140179127,183871.86692759293,177217.15836269865,8,5,1993,1993,172035.03598133638,180793.75578852816,161936.0535424952,166465.06334626654,0.0,184803.1361467939,222913.10558283792,232556.4850855151,733,184648.6339145281,0,604,1337,182644.13387730793,156636.94614099566,186893.81772331556,1337,0,0,1337,1,0,2,0,2,1,184055.0118454334,1,205032.46167520652,202277.2460297356,462,187650.53864047557,188220.00182904213,96,0,70,168,0,0,0,10,2008,174847.76121223494,180000,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
60,191233.32829829317,0.0,8963,177369.49877805647,186994.3670427075,184468.41940953254,181311.71828673297,185924.04816297858,210207.53451219972,8,9,1976,1996,217006.3022536456,179840.24285865988,214779.58038757098,216070.71346458318,289.0,169556.80126114373,149870.9774088257,233482.38990880968,575,185392.47835616439,80,487,1142,181920.61728043645,215068.50326484017,186903.34350873178,1175,1540,0,2715,0,1,3,1,4,1,183469.79688023945,2,202824.92591013273,253546.8584474886,831,187494.1124375275,187858.72426065805,0,204,0,0,0,0,0,7,2008,173064.5194911173,299800,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
60,190239.06526649263,0.0,8795,178489.28961406744,194458.05278538814,184599.263273081,181484.8140179127,186080.85319727138,208424.82691595703,7,5,2000,2000,172035.03598133638,180793.75578852816,212250.8743230328,212874.74275929548,0.0,184803.1361467939,222913.10558283792,232556.4850855151,300,184648.6339145281,0,652,952,182644.13387730793,215948.4872831435,186893.81772331556,980,1276,0,2256,0,0,2,1,4,1,184055.0118454334,1,205032.46167520652,242552.54712981085,554,187650.53864047557,188220.00182904213,224,54,0,0,0,0,0,4,2009,174847.76121223494,236000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
70,128366.33139328554,65.0,11700,183011.7262212458,131341.99959311,184580.31393592924,181316.743091842,185992.9014662353,210342.2118448481,7,7,1880,2003,177880.79726027398,179944.5975465493,160974.3913894325,161171.09863013698,0.0,184300.10210010127,164268.30453108533,170418.019223492,0,184734.92789625283,0,1240,1240,164869.69072708115,144007.55319568908,187158.02315297228,1320,1320,0,2640,0,0,1,1,4,1,183712.11440409094,1,224012.6486041269,134212.3418029165,864,188012.89654544982,188271.9244019628,181,0,386,0,0,0,0,5,2009,172962.0638103184,265979,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
20,191788.16806822573,59.0,10593,176830.30997541273,302631.8595093979,184580.31393592924,181316.743091842,185992.9014662353,176000.72501529913,7,5,1996,1996,220373.38846683016,179944.5975465493,213860.54492631304,214053.8553226605,338.0,184300.10210010127,225924.77091393914,235997.54215423937,919,184734.92789625283,0,801,1720,182264.44788099316,215635.49074942255,187158.02315297228,1720,0,0,1720,1,0,2,0,3,1,183712.11440409094,1,207391.62436361727,203330.3589886453,527,188012.89654544982,188271.9244019628,240,56,154,0,0,0,0,3,2010,172962.0638103184,260400,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
50,191788.16806822573,50.0,8405,176830.30997541273,132339.17023053791,184580.31393592924,181316.743091842,185992.9014662353,145909.53254674532,4,3,1945,1950,171576.23386148512,179944.5975465493,160439.4468587624,157309.28099754127,0.0,184300.10210010127,129964.46529680365,180921.19589041095,0,180921.19589041095,0,0,0,159970.1506849315,144007.55319568908,130416.03424657533,1088,441,0,1529,0,0,2,0,4,1,157260.59794520546,0,180921.19589041095,134212.3418029165,240,188012.89654544982,188271.9244019628,92,0,185,0,0,0,0,4,2009,172962.0638103184,98000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0
50,128572.50570776255,55.0,8800,186097.94791935902,132113.66622477537,185224.48665901885,181773.3072608619,185825.3162237993,143988.1774733638,4,7,1910,2004,171773.6313619456,180238.89337859975,150271.8021491264,149031.89480805007,0.0,184302.54226817703,133747.59470168684,170492.02766362252,0,185324.4925261686,0,576,576,182555.99476961396,159549.87352981872,187240.3652034425,792,348,0,1140,0,0,1,0,3,1,153968.26207642394,0,180921.19589041095,180921.19589041095,0,180921.19589041095,180921.19589041095,0,160,0,0,0,0,0,6,2010,174533.7870692423,96500,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
60,191788.16806822573,0.0,7750,176830.30997541273,192941.57089485857,186355.99858290033,181316.743091842,185992.9014662353,210342.2118448481,7,5,2003,2003,171576.23386148512,179944.5975465493,213860.54492631304,214053.8553226605,0.0,184300.10210010127,225924.77091393914,170418.019223492,0,184734.92789625283,0,660,660,182264.44788099316,215635.49074942255,187158.02315297228,660,660,0,1320,0,0,2,1,3,1,183712.11440409094,0,180921.19589041095,203330.3589886453,400,188012.89654544982,188271.9244019628,0,48,0,0,0,0,0,8,2007,172962.0638103184,162000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
20,191083.31517272186,79.0,9236,176089.5498929543,194596.47730525455,183441.46344586575,179950.05742616134,184738.37905625423,175524.30905220288,6,5,1997,1997,171077.48219472994,178244.3257876119,210288.65697578923,210743.62429001002,0.0,168869.01632420093,221845.2456360078,232169.58154413782,1200,183453.7229458783,0,279,1479,180670.64605122097,211490.56365834005,185652.48040866305,1494,0,0,1494,1,0,2,0,3,1,181937.7426632337,0,180921.19589041095,201627.13136986303,576,185802.54052726802,186460.00744518626,168,27,0,0,0,0,0,7,2006,171976.80481447003,217000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
60,190160.40928833946,80.0,10240,176192.88896983134,295211.79941291583,185224.48665901885,181773.3072608619,185825.3162237993,211194.49169099482,8,5,2005,2005,171773.6313619456,180238.89337859975,213616.7330833042,214423.47035201915,178.0,184302.54226817703,224333.79845953133,170492.02766362252,0,185324.4925261686,0,1030,1030,182555.99476961396,159549.87352981872,187240.3652034425,1038,1060,0,2098,0,0,2,1,3,1,183856.24722527748,1,222071.2323531978,203116.58081421113,878,188180.9152155406,188289.4514542016,192,52,0,0,0,0,0,3,2006,174533.7870692423,275500,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
20,190239.06526649263,61.0,7930,178489.28961406744,149162.8113031629,184599.263273081,181484.8140179127,186080.85319727138,177217.15836269865,6,8,1969,2005,172035.03598133638,180793.75578852816,177844.19735059462,169098.95048282057,0.0,184803.1361467939,151572.24116518308,232556.4850855151,439,167825.2599761763,472,115,1026,182644.13387730793,156636.94614099566,186893.81772331556,1026,0,0,1026,1,0,1,0,3,1,184055.0118454334,0,180921.19589041095,137979.68226070475,440,187650.53864047557,188220.00182904213,171,48,0,0,0,0,0,7,2009,174847.76121223494,156000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
160,210433.74537943033,34.0,3230,178489.28961406744,220646.50580891277,184599.263273081,181484.8140179127,183871.86692759293,208424.82691595703,6,5,1999,1999,172035.03598133638,180793.75578852816,151164.8740923722,151935.2683365949,894.0,184803.1361467939,222913.10558283792,232556.4850855151,381,184648.6339145281,0,348,729,182644.13387730793,156636.94614099566,186893.81772331556,742,729,0,1471,0,0,2,1,3,1,184055.0118454334,0,180921.19589041095,137979.68226070475,440,187650.53864047557,188220.00182904213,0,24,0,0,0,0,0,3,2009,174847.76121223494,172500,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
60,191233.32829829317,68.0,10769,177369.49877805647,196200.38727832644,184468.41940953254,181311.71828673297,185924.04816297858,210207.53451219972,8,5,2007,2007,171476.40430315665,179840.24285865988,214779.58038757098,216070.71346458318,0.0,183898.69899894626,227015.4190232049,233482.38990880968,20,185133.43936837843,0,846,866,181920.61728043645,215068.50326484017,186903.34350873178,866,902,0,1768,0,0,2,1,3,1,183469.79688023945,0,180921.19589041095,202535.0966698494,578,187494.1124375275,187858.72426065805,144,105,0,0,0,0,0,4,2009,173064.5194911173,212000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
60,191233.32829829317,0.0,11616,217032.90311932663,141941.2346897663,184468.41940953254,181311.71828673297,185924.04816297858,210207.53451219972,6,5,1978,1978,217006.3022536456,179840.24285865988,163193.1254584924,166991.71740531828,328.0,183898.69899894626,149870.9774088257,148660.95691371034,438,185133.43936837843,0,234,672,181920.61728043645,143519.17068568626,186903.34350873178,672,714,0,1386,0,0,2,1,3,1,183469.79688023945,1,202824.92591013273,202535.0966698494,440,187494.1124375275,187858.72426065805,335,0,0,0,0,0,0,4,2010,173064.5194911173,158900,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
160,209727.10386424046,24.0,2280,176192.88896983134,220252.42304593071,185224.48665901885,181773.3072608619,151342.4199711608,211194.49169099482,7,5,1999,1999,171773.6313619456,180238.89337859975,152590.35461776404,153069.59760273973,360.0,184302.54226817703,224333.79845953133,161103.83775924085,549,185324.4925261686,0,195,744,182555.99476961396,159549.87352981872,187240.3652034425,757,744,0,1501,0,0,2,1,3,1,183856.24722527748,0,180921.19589041095,134510.68357477352,440,188180.9152155406,188289.4514542016,0,0,0,0,0,0,0,8,2008,174533.7870692423,179400,1,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0
60,191083.31517272186,65.0,12257,176089.5498929543,294296.3892415637,183441.46344586575,179950.05742616134,184738.37905625423,206117.7423531619,8,5,1995,1995,171077.48219472994,178244.3257876119,210288.65697578923,210743.62429001002,513.0,182734.72932716325,221845.2456360078,154950.1758662369,56,199564.47835616439,64,1198,1318,180670.64605122097,211490.56365834005,185652.48040866305,1328,1203,0,2531,0,0,2,1,4,1,181937.7426632337,1,202636.72746655295,201627.13136986303,752,185802.54052726802,186460.00744518626,222,98,0,0,0,0,0,11,2007,171976.80481447003,290000,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
20,190160.40928833946,70.0,9100,176192.88896983134,148487.68338363903,185224.48665901885,181773.3072608619,185825.3162237993,176209.93732471083,6,6,1959,1959,217592.1644399346,180238.89337859975,150271.8021491264,149031.89480805007,0.0,184302.54226817703,148793.16362702977,149382.62150339587,612,185324.4925261686,0,252,864,182555.99476961396,213698.3425555805,187240.3652034425,864,0,0,864,0,0,1,0,2,1,183856.24722527748,0,180921.19589041095,134510.68357477352,300,180921.19589041095,180921.19589041095,0,0,0,0,0,0,450,10,2009,174533.7870692423,127500,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0
30,128572.50570776255,60.0,6911,183133.41215008934,137740.122086037,148141.61278538813,181773.3072608619,185825.3162237993,176209.93732471083,5,5,1924,1950,171773.6313619456,180238.89337859975,150271.8021491264,149031.89480805007,0.0,184302.54226817703,224333.79845953133,159750.91116035456,405,185324.4925261686,0,740,1145,182555.99476961396,143438.42197989832,187240.3652034425,1301,0,0,1301,0,0,1,0,2,1,157461.77025440315,0,180921.19589041095,134510.68357477352,440,188180.9152155406,188289.4514542016,0,0,0,0,0,0,0,10,2009,174533.7870692423,100000,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0
60,203892.93264840182,72.0,8640,176089.5498929543,213177.70611872146,183441.46344586575,179950.05742616134,184738.37905625423,206117.7423531619,7,5,2009,2009,171077.48219472994,178244.3257876119,210288.65697578923,210743.62429001002,0.0,182734.72932716325,221845.2456360078,232169.58154413782,24,183453.7229458783,0,732,756,180670.64605122097,211490.56365834005,185652.48040866305,764,783,0,1547,0,0,2,1,3,1,181937.7426632337,0,180921.19589041095,201627.13136986303,614,185802.54052726802,186460.00744518626,169,45,0,0,0,0,0,6,2010,193928.3599003736,215200,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0
60,191788.16806822573,82.0,9430,176830.30997541273,302631.8595093979,184580.31393592924,181316.743091842,185992.9014662353,210342.2118448481,8,5,1999,1999,171576.23386148512,179944.5975465493,213860.54492631304,214053.8553226605,673.0,184300.10210010127,225924.77091393914,235997.54215423937,1163,184734.92789625283,0,89,1252,182264.44788099316,215635.49074942255,187158.02315297228,1268,1097,0,2365,1,0,2,1,3,1,183712.11440409094,1,224012.6486041269,203330.3589886453,856,188012.89654544982,188271.9244019628,0,128,0,0,180,0,0,7,2009,172962.0638103184,337000,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
120,191083.31517272186,30.0,9549,214415.93618865963,208928.44216133942,183441.46344586575,179950.05742616134,179931.6087173101,175524.30905220288,8,5,1995,1996,214771.63300831488,178244.3257876119,191527.2391780822,194376.19222271323,0.0,168869.01632420093,221845.2456360078,154950.1758662369,437,172462.474233529,1057,0,1494,180670.64605122097,211490.56365834005,185652.48040866305,1494,0,0,1494,1,0,1,1,2,1,181937.7426632337,1,225647.35909030453,201627.13136986303,481,185802.54052726802,186460.00744518626,0,30,0,0,216,0,0,4,2006,171976.80481447003,270000,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
20,190239.06526649263,75.0,14587,178489.28961406744,220646.50580891277,184599.263273081,181484.8140179127,186080.85319727138,177217.15836269865,9,5,2008,2008,172035.03598133638,180793.75578852816,212250.8743230328,212874.74275929548,284.0,184803.1361467939,222913.10558283792,174481.53227860315,0,184648.6339145281,0,1498,1498,182644.13387730793,215948.4872831435,186893.81772331556,1506,0,0,1506,0,0,2,0,2,1,184055.0118454334,1,223463.80621874318,202277.2460297356,592,187650.53864047557,188220.00182904213,0,174,0,0,0,0,0,8,2008,260990.70055050566,264132,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
